Score;Pair;Time;Strategy;PostT;PreT;Threshold;takeprofit;stoploss;FollowTrend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hitsl;hittp;hitto
-0,0078;EURUSD;168;FastMovement-Strategy;30;29;0,18;0,25;0,39;FALSE;23;-0,0055;-0,0102;0,739130435;0,47826087;-0,00023913;-0,000785714;3,285714286;31;0;1;22
-0,0078;EURUSD;168;FastMovement-Strategy;70;24;0,52;0,33;0,21;FALSE;3;-0,0075;-0,0079;1;0,333333333;-0,0025;-0,001071429;0,428571429;50;2;0;1
-0,0078;EURUSD;168;FastMovement-Strategy;150;20;0,39;0,36;0,08;FALSE;4;-0,0074;-0,0074;1;0;-0,00185;-0,001057143;0,571428571;33;4;0;0
-0,0078;EURUSD;168;FastMovement-Strategy;150;18;0,17;0,36;0,11;FALSE;20;-0,0058;-0,0135;0,65;0,3;-0,00029;-0,000828571;2,857142857;83;12;2;6
-0,0078;EURUSD;168;FastMovement-Strategy;90;4;0,3;0,26;0,32;FALSE;2;-0,0076;-0,0076;1;0;-0,0038;-0,001085714;0,285714286;41;2;0;0
-0,0078;EURUSD;168;FastMovement-Strategy;170;16;0,43;0,39;0,32;FALSE;2;-0,0076;-0,0076;1;0;-0,0038;-0,001085714;0,285714286;41;2;0;0
-0,0078;EURUSD;168;FastMovement-Strategy;130;17;0,33;0,09;0,25;FALSE;2;-0,0076;-0,0076;1;0;-0,0038;-0,001085714;0,285714286;59;2;0;0
-0,0078;EURUSD;168;FastMovement-Strategy;190;5;0,3;0,39;0,31;FALSE;2;-0,0076;-0,0076;1;0;-0,0038;-0,001085714;0,285714286;41;2;0;0
-0,0078;EURUSD;168;FastMovement-Strategy;70;9;0,39;0,21;0,31;FALSE;2;-0,0076;-0,0076;1;0;-0,0038;-0,001085714;0,285714286;41;2;0;0
-0,0078;EURUSD;168;FastMovement-Strategy;170;18;0,29;0,24;0,25;FALSE;4;-0,0074;-0,0074;1;0,25;-0,00185;-0,001057143;0,571428571;115;2;0;2
-0,0078;EURUSD;168;FastMovement-Strategy;60;19;0,22;0,16;0,36;FALSE;7;-0,0071;-0,0108;1;0,428571429;-0,001014286;-0,001014286;1;44;2;2;3
-0,0078;EURUSD;168;FastMovement-Strategy;190;4;0,15;0,19;0,05;FALSE;9;-0,0069;-0,0088;1;0,222222222;-0,000766667;-0,000985714;1,285714286;10;7;2;0
-0,0078;EURUSD;168;FastMovement-Strategy;180;18;0,2;0,02;0,18;FALSE;13;-0,0065;-0,0068;0,846153846;0,769230769;-0,0005;-0,000928571;1,857142857;22;3;10;0
-0,0078;EURUSD;168;FastMovement-Strategy;130;21;0,54;0,38;0,29;FALSE;2;-0,0076;-0,0076;1;0;-0,0038;-0,001085714;0,285714286;76;1;0;1
-0,0078;EURUSD;168;FastMovement-Strategy;100;10;0,03;0,14;0,12;FALSE;132;0,0054;-0,0038;0,507575758;0,515151515;4,09E-05;0,000771429;18,85714286;76;29;36;66
-0,0079;EURUSD;168;FastMovement-Strategy;80;17;0,09;0,08;0,29;TRUE;69;-0,001;-0,0086;0,376811594;0,492753623;-1,45E-05;-0,000142857;9,857142857;60;4;28;37
-0,0079;EURUSD;168;FastMovement-Strategy;100;20;0,12;0,25;0,25;FALSE;33;-0,0046;-0,0124;0,575757576;0,515151515;-0,000139394;-0,000657143;4,714285714;93;4;2;26
-0,0079;EURUSD;168;FastMovement-Strategy;160;14;0,04;0,38;0,25;TRUE;72;-0,0007;-0,007;0,513888889;0,486111111;-9,72E-06;-1,00E-04;10,28571429;145;15;4;52
-0,0079;EURUSD;168;FastMovement-Strategy;190;20;0,22;0,18;0,05;FALSE;10;-0,0069;-0,0102;0,9;0,3;-0,00069;-0,000985714;1,428571429;38;7;3;0
-0,0079;EURUSD;168;FastMovement-Strategy;80;27;0,17;0,18;0,13;FALSE;32;-0,0047;-0,0106;0,65625;0,53125;-0,000146875;-0,000671429;4,571428571;58;12;8;12
-0,0079;EURUSD;168;FastMovement-Strategy;110;20;0,39;0,35;0,26;FALSE;3;-0,0076;-0,0076;1;0;-0,002533333;-0,001085714;0,428571429;74;2;0;1
-0,0079;EURUSD;168;FastMovement-Strategy;50;15;0,32;0,16;0,24;FALSE;3;-0,0076;-0,0076;1;0;-0,002533333;-0,001085714;0,428571429;31;2;0;1
-0,0079;EURUSD;168;FastMovement-Strategy;70;29;0,41;0,29;0,29;FALSE;3;-0,0076;-0,008;1;0,333333333;-0,002533333;-0,001085714;0,428571429;43;2;0;1
-0,0079;EURUSD;168;FastMovement-Strategy;40;8;0,29;0,28;0,13;FALSE;3;-0,0076;-0,0076;1;0;-0,002533333;-0,001085714;0,428571429;13;3;0;0
-0,0079;EURUSD;168;FastMovement-Strategy;180;26;0,09;0,18;0,27;TRUE;44;-0,0035;-0,013;0,477272727;0,454545455;-7,95E-05;-0,0005;6,285714286;143;9;11;23
-0,0079;EURUSD;168;FastMovement-Strategy;150;20;0,44;0,34;0,38;FALSE;2;-0,0077;-0,0077;1;0;-0,00385;-0,0011;0,285714286;86;1;0;1
-0,0079;EURUSD;168;FastMovement-Strategy;190;21;0,3;0,12;0,23;FALSE;4;-0,0075;-0,009;1;0,25;-0,001875;-0,001071429;0,571428571;62;3;1;0
-0,0079;EURUSD;168;FastMovement-Strategy;130;27;0,1;0,17;0,37;FALSE;48;-0,0031;-0,0099;0,520833333;0,479166667;-6,46E-05;-0,000442857;6,857142857;101;3;17;28
-0,0079;EURUSD;168;FastMovement-Strategy;140;17;0,23;0,19;0,4;FALSE;7;-0,0072;-0,0108;0,857142857;0,428571429;-0,001028571;-0,001028571;1;73;2;3;2
-0,008;EURUSD;168;FastMovement-Strategy;50;28;0,47;0,24;0,34;FALSE;3;-0,0077;-0,0086;1;0,333333333;-0,002566667;-0,0011;0,428571429;43;1;0;2
-0,008;EURUSD;168;FastMovement-Strategy;80;8;0,19;0,16;0,4;FALSE;9;-0,0071;-0,0071;0,777777778;0,444444444;-0,000788889;-0,001014286;1,285714286;46;2;3;4
-0,008;EURUSD;168;FastMovement-Strategy;60;9;0,11;0,08;0,18;TRUE;35;-0,0045;-0,0074;0,428571429;0,485714286;-0,000128571;-0,000642857;5;33;9;17;9
-0,008;EURUSD;168;FastMovement-Strategy;180;22;0,52;0,37;0,2;FALSE;2;-0,0078;-0,0078;1;0;-0,0039;-0,001114286;0,285714286;36;2;0;0
-0,008;EURUSD;168;FastMovement-Strategy;50;24;0,59;0,32;0,32;FALSE;2;-0,0078;-0,0078;1;0;-0,0039;-0,001114286;0,285714286;37;1;0;1
-0,008;EURUSD;168;FastMovement-Strategy;170;17;0,41;0,22;0,15;FALSE;3;-0,0077;-0,0077;1;0;-0,002566667;-0,0011;0,428571429;19;3;0;0
-0,008;EURUSD;168;FastMovement-Strategy;160;15;0,34;0,04;0,32;FALSE;3;-0,0077;-0,0077;1;0,333333333;-0,002566667;-0,0011;0,428571429;42;2;1;0
-0,008;EURUSD;168;FastMovement-Strategy;60;28;0,41;0,32;0,27;FALSE;3;-0,0077;-0,0078;1;0,333333333;-0,002566667;-0,0011;0,428571429;40;2;0;1
-0,008;EURUSD;168;FastMovement-Strategy;90;22;0,33;0,27;0,36;FALSE;3;-0,0077;-0,0077;1;0;-0,002566667;-0,0011;0,428571429;74;1;0;2
-0,008;EURUSD;168;FastMovement-Strategy;90;19;0,28;0,37;0,19;FALSE;4;-0,0076;-0,0076;1;0;-0,0019;-0,001085714;0,571428571;58;2;0;2
-0,008;EURUSD;168;FastMovement-Strategy;130;11;0,25;0,06;0,06;FALSE;6;-0,0074;-0,0081;1;0,333333333;-0,001233333;-0,001057143;0,857142857;11;4;2;0
-0,008;EURUSD;168;FastMovement-Strategy;80;1;0,08;0,05;0,25;FALSE;14;-0,0066;-0,0072;0,642857143;0,714285714;-0,000471429;-0,000942857;2;19;3;10;1
-0,008;EURUSD;168;FastMovement-Strategy;170;8;0,13;0,26;0,25;TRUE;21;-0,0059;-0,0063;0,476190476;0,428571429;-0,000280952;-0,000842857;3;97;8;5;8
-0,008;EURUSD;168;FastMovement-Strategy;30;11;0,35;0,27;0,31;FALSE;3;-0,0077;-0,0077;1;0;-0,002566667;-0,0011;0,428571429;29;1;0;2
-0,008;EURUSD;168;FastMovement-Strategy;40;10;0,13;0,39;0,03;FALSE;26;-0,0054;-0,0096;0,692307692;0,269230769;-0,000207692;-0,000771429;3,714285714;19;18;0;8
-0,008;EURUSD;168;FastMovement-Strategy;190;24;0,12;0,36;0,25;TRUE;33;-0,0047;-0,0132;0,515151515;0,363636364;-0,000142424;-0,000671429;4,714285714;144;11;5;16
-0,008;EURUSD;168;FastMovement-Strategy;170;28;0,16;0,14;0,27;FALSE;25;-0,0055;-0,0094;0,64;0,64;-0,00022;-0,000785714;3,571428571;93;5;13;7
-0,008;EURUSD;168;FastMovement-Strategy;110;10;0,03;0,19;0,4;FALSE;106;0,0026;-0,0029;0,481132075;0,490566038;2,45E-05;0,000371429;15,14285714;100;1;17;87
-0,008;EURUSD;168;FastMovement-Strategy;110;20;0,07;0,3;0,23;FALSE;67;-0,0013;-0,0076;0,507462687;0,492537313;-1,94E-05;-0,000185714;9,571428571;106;3;5;58
-0,0081;EURUSD;168;FastMovement-Strategy;160;27;0,17;0,22;0,06;FALSE;35;-0,0046;-0,0049;0,657142857;0,314285714;-0,000131429;-0,000657143;5;60;24;10;1
-0,0081;EURUSD;168;FastMovement-Strategy;90;25;0,54;0,33;0,06;FALSE;3;-0,0078;-0,0078;1;0;-0,0026;-0,001114286;0,428571429;36;3;0;0
-0,0081;EURUSD;168;FastMovement-Strategy;70;23;0,28;0,37;0,2;FALSE;5;-0,0076;-0,0085;1;0,2;-0,00152;-0,001085714;0,714285714;47;3;0;2
-0,0081;EURUSD;168;FastMovement-Strategy;180;9;0,1;0,3;0,15;TRUE;31;-0,005;-0,0068;0,483870968;0,387096774;-0,00016129;-0,000714286;4,428571429;92;17;6;8
-0,0081;EURUSD;168;FastMovement-Strategy;10;5;0,15;0,16;0,07;FALSE;13;-0,0068;-0,0076;0,769230769;0,230769231;-0,000523077;-0,000971429;1,857142857;6;8;3;2
-0,0081;EURUSD;168;FastMovement-Strategy;90;16;0,34;0,29;0,3;FALSE;2;-0,0079;-0,0079;1;0;-0,00395;-0,001128571;0,285714286;59;2;0;0
-0,0081;EURUSD;168;FastMovement-Strategy;160;17;0,37;0,32;0,35;FALSE;2;-0,0079;-0,0079;1;0;-0,00395;-0,001128571;0,285714286;95;1;0;1
-0,0081;EURUSD;168;FastMovement-Strategy;40;15;0,23;0,23;0,17;FALSE;8;-0,0073;-0,0094;1;0,5;-0,0009125;-0,001042857;1,142857143;32;3;0;5
-0,0081;EURUSD;168;FastMovement-Strategy;190;26;0,09;0,21;0,13;TRUE;52;-0,0029;-0,0112;0,5;0,346153846;-5,58E-05;-0,000414286;7,428571429;109;25;12;14
-0,0081;EURUSD;168;FastMovement-Strategy;140;20;0,08;0,31;0,27;TRUE;53;-0,0028;-0,0099;0,509433962;0,490566038;-5,28E-05;-0,0004;7,571428571;126;11;2;39
-0,0081;EURUSD;168;FastMovement-Strategy;170;19;0,52;0,4;0,41;FALSE;2;-0,0079;-0,0079;1;0;-0,00395;-0,001128571;0,285714286;96;1;0;1
-0,0081;EURUSD;168;FastMovement-Strategy;170;19;0,37;0,13;0,38;FALSE;2;-0,0079;-0,0079;1;0;-0,00395;-0,001128571;0,285714286;101;1;0;1
-0,0081;EURUSD;168;FastMovement-Strategy;70;1;0,14;0,22;0,22;FALSE;2;-0,0079;-0,0079;1;0;-0,00395;-0,001128571;0,285714286;16;2;0;0
-0,0081;EURUSD;168;FastMovement-Strategy;120;27;0,36;0,25;0,12;FALSE;4;-0,0077;-0,0077;1;0;-0,001925;-0,0011;0,571428571;45;4;0;0
-0,0081;EURUSD;168;FastMovement-Strategy;30;16;0,27;0,34;0,34;FALSE;4;-0,0077;-0,0086;1;0,25;-0,001925;-0,0011;0,571428571;30;1;0;3
-0,0081;EURUSD;168;FastMovement-Strategy;60;15;0,23;0,31;0,36;FALSE;6;-0,0075;-0,0097;1;0,5;-0,00125;-0,001071429;0,857142857;52;2;0;4
-0,0081;EURUSD;168;FastMovement-Strategy;100;4;0,15;0,13;0,03;FALSE;10;-0,0071;-0,0084;1;0,2;-0,00071;-0,001014286;1,428571429;5;8;2;0
-0,0081;EURUSD;168;FastMovement-Strategy;120;29;0,23;0,16;0,32;FALSE;11;-0,007;-0,0097;0,909090909;0,454545455;-0,000636364;-0,001;1,571428571;79;2;5;4
-0,0081;EURUSD;168;FastMovement-Strategy;150;26;0,08;0,25;0,09;FALSE;65;-0,0016;-0,0099;0,538461538;0,446153846;-2,46E-05;-0,000228571;9,285714286;93;31;13;20
-0,0082;EURUSD;168;FastMovement-Strategy;170;29;0,17;0,17;0,15;FALSE;28;-0,0054;-0,0087;0,678571429;0,5;-0,000192857;-0,000771429;4;79;12;12;4
-0,0082;EURUSD;168;FastMovement-Strategy;20;16;0,21;0,03;0,34;FALSE;10;-0,0072;-0,0086;1;0,6;-0,00072;-0,001028571;1,428571429;10;1;6;3
-0,0082;EURUSD;168;FastMovement-Strategy;20;4;0,12;0,37;0,23;FALSE;14;-0,0068;-0,0076;0,785714286;0,357142857;-0,000485714;-0,000971429;2;17;3;1;10
-0,0082;EURUSD;168;FastMovement-Strategy;110;3;0,11;0,23;0,18;FALSE;14;-0,0068;-0,0074;0,785714286;0,428571429;-0,000485714;-0,000971429;2;71;5;2;7
-0,0082;EURUSD;168;FastMovement-Strategy;190;4;0,09;0,33;0,06;FALSE;36;-0,0046;-0,0071;0,583333333;0,277777778;-0,000127778;-0,000657143;5,142857143;68;26;3;7
-0,0082;EURUSD;168;FastMovement-Strategy;160;28;0,43;0,23;0,12;FALSE;3;-0,0079;-0,0079;1;0;-0,002633333;-0,001128571;0,428571429;41;3;0;0
-0,0082;EURUSD;168;FastMovement-Strategy;100;19;0,4;0,25;0,15;FALSE;3;-0,0079;-0,0079;1;0;-0,002633333;-0,001128571;0,428571429;19;3;0;0
-0,0082;EURUSD;168;FastMovement-Strategy;130;22;0,37;0,3;0,15;FALSE;3;-0,0079;-0,0079;1;0;-0,002633333;-0,001128571;0,428571429;24;3;0;0
-0,0082;EURUSD;168;FastMovement-Strategy;180;27;0,25;0,11;0,15;FALSE;6;-0,0076;-0,0099;1;0,666666667;-0,001266667;-0,001085714;0,857142857;67;2;3;1
-0,0082;EURUSD;168;FastMovement-Strategy;140;15;0,23;0,23;0,19;FALSE;6;-0,0076;-0,0079;1;0,333333333;-0,001266667;-0,001085714;0,857142857;67;3;1;2
-0,0082;EURUSD;168;FastMovement-Strategy;170;22;0,37;0,14;0,34;FALSE;2;-0,008;-0,008;1;0;-0,004;-0,001142857;0,285714286;104;2;0;0
-0,0082;EURUSD;168;FastMovement-Strategy;50;11;0,28;0,41;0,27;FALSE;3;-0,0079;-0,0079;1;0;-0,002633333;-0,001128571;0,428571429;33;2;0;1
-0,0082;EURUSD;168;FastMovement-Strategy;170;9;0,09;0,17;0,35;FALSE;37;-0,0045;-0,0067;0,459459459;0,567567568;-0,000121622;-0,000642857;5,285714286;115;5;15;16
-0,0082;EURUSD;168;FastMovement-Strategy;160;4;0,1;0,4;0,22;TRUE;20;-0,0062;-0,0108;0,35;0,35;-0,00031;-0,000885714;2,857142857;113;7;3;10
-0,0082;EURUSD;168;FastMovement-Strategy;70;22;0,17;0,15;0,31;FALSE;25;-0,0057;-0,0099;0,68;0,56;-0,000228;-0,000814286;3,571428571;58;3;6;16
-0,0082;EURUSD;168;FastMovement-Strategy;90;18;0,1;0,29;0,06;FALSE;60;-0,0022;-0,017;0,55;0,366666667;-3,67E-05;-0,000314286;8,571428571;51;35;6;19
-0,0083;EURUSD;168;FastMovement-Strategy;30;14;0,09;0,3;0,08;TRUE;83;1,11E-15;-0,0007;0,421686747;0,397590361;1,34E-17;1,59E-16;11,85714286;23;29;2;52
-0,0083;EURUSD;168;FastMovement-Strategy;70;15;0,38;0,25;0,3;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;50;2;0;1
-0,0083;EURUSD;168;FastMovement-Strategy;20;14;0,21;0,02;0,1;FALSE;11;-0,0072;-0,0088;1;0,636363636;-0,000654545;-0,001028571;1,571428571;9;3;7;1
-0,0083;EURUSD;168;FastMovement-Strategy;180;21;0,05;0,21;0,37;FALSE;61;-0,0022;-0,0061;0,475409836;0,508196721;-3,61E-05;-0,000314286;8,714285714;153;3;14;43
-0,0083;EURUSD;168;FastMovement-Strategy;120;15;0,37;0,18;0,25;FALSE;2;-0,0081;-0,0081;1;0;-0,00405;-0,001157143;0,285714286;58;2;0;0
-0,0083;EURUSD;168;FastMovement-Strategy;40;29;0,41;0,38;0,26;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;33;2;0;1
-0,0083;EURUSD;168;FastMovement-Strategy;110;19;0,35;0,23;0,14;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;20;3;0;0
-0,0083;EURUSD;168;FastMovement-Strategy;100;17;0,36;0,36;0,18;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;20;3;0;0
-0,0083;EURUSD;168;FastMovement-Strategy;130;29;0,23;0,05;0,41;FALSE;12;-0,0071;-0,0099;0,916666667;0,75;-0,000591667;-0,001014286;1,714285714;40;1;9;2
-0,0083;EURUSD;168;FastMovement-Strategy;60;20;0,08;0,38;0,22;FALSE;77;-0,0006;-0,0083;0,519480519;0,519480519;-7,79E-06;-8,57E-05;11;60;3;1;73
-0,0083;EURUSD;168;FastMovement-Strategy;50;14;0,18;0,14;0,07;FALSE;18;-0,0065;-0,0085;0,777777778;0,388888889;-0,000361111;-0,000928571;2,571428571;27;9;4;5
-0,0083;EURUSD;168;FastMovement-Strategy;180;21;0,54;0,37;0,31;FALSE;2;-0,0081;-0,0081;1;0;-0,00405;-0,001157143;0,285714286;85;2;0;0
-0,0083;EURUSD;168;FastMovement-Strategy;100;17;0,33;0,31;0,33;FALSE;2;-0,0081;-0,0081;1;0;-0,00405;-0,001157143;0,285714286;63;2;0;0
-0,0083;EURUSD;168;FastMovement-Strategy;130;26;0,36;0,25;0,27;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;87;2;0;1
-0,0083;EURUSD;168;FastMovement-Strategy;90;14;0,27;0,21;0,38;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;71;1;0;2
-0,0083;EURUSD;168;FastMovement-Strategy;80;26;0,45;0,22;0,33;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;63;1;0;2
-0,0083;EURUSD;168;FastMovement-Strategy;30;27;0,33;0,28;0,2;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;32;1;0;2
-0,0083;EURUSD;168;FastMovement-Strategy;160;21;0,39;0,39;0,12;FALSE;3;-0,008;-0,008;1;0;-0,002666667;-0,001142857;0,428571429;23;3;0;0
-0,0083;EURUSD;168;FastMovement-Strategy;40;22;0,15;0,39;0,37;FALSE;32;-0,0051;-0,011;0,6875;0,46875;-0,000159375;-0,000728571;4,571428571;40;3;1;28
-0,0084;EURUSD;168;FastMovement-Strategy;70;27;0,18;0,15;0,1;FALSE;27;-0,0057;-0,0101;0,703703704;0,518518519;-0,000211111;-0,000814286;3,857142857;45;11;8;8
-0,0084;EURUSD;168;FastMovement-Strategy;90;5;0,08;0,33;0,08;TRUE;46;-0,0038;-0,0062;0,434782609;0,282608696;-8,26E-05;-0,000542857;6,571428571;43;32;3;11
-0,0084;EURUSD;168;FastMovement-Strategy;80;9;0,09;0,39;0,26;FALSE;40;-0,0044;-0,0081;0,55;0,525;-0,00011;-0,000628571;5,714285714;72;7;2;30
-0,0084;EURUSD;168;FastMovement-Strategy;170;23;0,06;0,16;0,2;TRUE;72;-0,0012;-0,0086;0,5;0,444444444;-1,67E-05;-0,000171429;10,28571429;122;21;21;29
-0,0084;EURUSD;168;FastMovement-Strategy;110;13;0,37;0,33;0,29;FALSE;2;-0,0082;-0,0082;1;0;-0,0041;-0,001171429;0,285714286;57;2;0;0
-0,0084;EURUSD;168;FastMovement-Strategy;60;2;0,14;0,27;0,28;FALSE;3;-0,0081;-0,009;1;0,333333333;-0,0027;-0,001157143;0,428571429;25;2;0;1
-0,0084;EURUSD;168;FastMovement-Strategy;160;24;0,54;0,33;0,1;FALSE;3;-0,0081;-0,0081;1;0;-0,0027;-0,001157143;0,428571429;42;3;0;0
-0,0084;EURUSD;168;FastMovement-Strategy;50;29;0,44;0,28;0,39;FALSE;3;-0,0081;-0,0085;1;0,333333333;-0,0027;-0,001157143;0,428571429;43;1;0;2
-0,0084;EURUSD;168;FastMovement-Strategy;40;29;0,29;0,14;0,21;FALSE;4;-0,008;-0,0096;1;0,25;-0,002;-0,001142857;0,571428571;31;2;1;1
-0,0084;EURUSD;168;FastMovement-Strategy;160;29;0,21;0,01;0,39;FALSE;29;-0,0055;-0,0084;0,896551724;0,931034483;-0,000189655;-0,000785714;4,142857143;11;2;27;0
-0,0084;EURUSD;168;FastMovement-Strategy;40;14;0,21;0,32;0,04;FALSE;10;-0,0074;-0,0098;1;0,3;-0,00074;-0,001057143;1,428571429;24;6;0;4
-0,0084;EURUSD;168;FastMovement-Strategy;190;23;0,36;0,29;0,36;FALSE;2;-0,0082;-0,0082;1;0;-0,0041;-0,001171429;0,285714286;113;2;0;0
-0,0084;EURUSD;168;FastMovement-Strategy;80;22;0,49;0,26;0,11;FALSE;3;-0,0081;-0,0081;1;0;-0,0027;-0,001157143;0,428571429;17;3;0;0
-0,0084;EURUSD;168;FastMovement-Strategy;10;11;0,25;0,37;0,3;FALSE;5;-0,0079;-0,0079;1;0,2;-0,00158;-0,001128571;0,714285714;11;0;0;5
-0,0084;EURUSD;168;FastMovement-Strategy;100;28;0,13;0,33;0,14;FALSE;42;-0,0042;-0,0119;0,547619048;0,523809524;-0,0001;-0,0006;6;85;10;2;29
-0,0085;EURUSD;168;FastMovement-Strategy;100;21;0,08;0,05;0,17;TRUE;85;1,11E-15;-0,0047;0,470588235;0,552941176;1,31E-17;1,59E-16;12,14285714;55;19;45;21
-0,0085;EURUSD;168;FastMovement-Strategy;10;15;0,09;0,29;0,41;TRUE;98;0,0013;-0,001;0,43877551;0,428571429;1,33E-05;0,000185714;14;11;0;0;98
-0,0085;EURUSD;168;FastMovement-Strategy;160;15;0,17;0,35;0,3;FALSE;16;-0,0069;-0,0089;0,625;0,375;-0,00043125;-0,000985714;2,285714286;125;4;3;9
-0,0085;EURUSD;168;FastMovement-Strategy;110;5;0,17;0,11;0,05;FALSE;9;-0,0076;-0,0092;1;0,222222222;-0,000844444;-0,001085714;1,285714286;4;7;2;0
-0,0085;EURUSD;168;FastMovement-Strategy;140;13;0,36;0,09;0,26;FALSE;2;-0,0083;-0,0083;1;0;-0,00415;-0,001185714;0,285714286;58;2;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;70;13;0,35;0,31;0,34;FALSE;3;-0,0082;-0,0082;1;0;-0,002733333;-0,001171429;0,428571429;56;1;0;2
-0,0085;EURUSD;168;FastMovement-Strategy;30;15;0,32;0,22;0,3;FALSE;3;-0,0082;-0,0082;1;0;-0,002733333;-0,001171429;0,428571429;30;1;0;2
-0,0085;EURUSD;168;FastMovement-Strategy;130;20;0,37;0,23;0,11;FALSE;3;-0,0082;-0,0082;1;0;-0,002733333;-0,001171429;0,428571429;20;3;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;130;12;0,22;0,01;0,21;FALSE;12;-0,0073;-0,008;0,916666667;0,75;-0,000608333;-0,001042857;1,714285714;7;3;9;0
-0,0085;EURUSD;168;FastMovement-Strategy;80;3;0,12;0,14;0,39;FALSE;12;-0,0073;-0,0095;0,75;0,5;-0,000608333;-0,001042857;1,714285714;47;3;5;4
-0,0085;EURUSD;168;FastMovement-Strategy;110;21;0,59;0,38;0,32;FALSE;2;-0,0083;-0,0083;1;0;-0,00415;-0,001185714;0,285714286;37;2;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;140;21;0,6;0,19;0,32;FALSE;2;-0,0083;-0,0083;1;0;-0,00415;-0,001185714;0,285714286;37;2;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;60;24;0,57;0,4;0,23;FALSE;2;-0,0083;-0,0083;1;0;-0,00415;-0,001185714;0,285714286;40;2;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;100;24;0,57;0,33;0,25;FALSE;2;-0,0083;-0,0083;1;0;-0,00415;-0,001185714;0,285714286;40;2;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;20;7;0,22;0,32;0,24;FALSE;4;-0,0081;-0,0081;1;0,25;-0,002025;-0,001157143;0,571428571;15;3;0;1
-0,0085;EURUSD;168;FastMovement-Strategy;30;26;0,31;0,02;0,34;FALSE;5;-0,008;-0,008;1;0,6;-0,0016;-0,001142857;0,714285714;15;0;3;2
-0,0085;EURUSD;168;FastMovement-Strategy;120;16;0,23;0,41;0,22;FALSE;8;-0,0077;-0,0109;1;0,375;-0,0009625;-0,0011;1,142857143;82;3;0;5
-0,0085;EURUSD;168;FastMovement-Strategy;120;17;0,28;0,04;0,37;FALSE;2;-0,0083;-0,0083;1;0;-0,00415;-0,001185714;0,285714286;67;2;0;0
-0,0085;EURUSD;168;FastMovement-Strategy;150;7;0,04;0,25;0,17;FALSE;72;-0,0013;-0,0072;0,527777778;0,5;-1,81E-05;-0,000185714;10,28571429;124;17;11;43
-0,0085;EURUSD;168;FastMovement-Strategy;40;2;0,09;0,29;0,15;FALSE;21;-0,0064;-0,0083;0,666666667;0,380952381;-0,000304762;-0,000914286;3;27;8;1;12
-0,0085;EURUSD;168;FastMovement-Strategy;160;22;0,17;0,14;0,22;FALSE;22;-0,0063;-0,0118;0,636363636;0,545454545;-0,000286364;-0,0009;3,142857143;68;7;12;3
-0,0085;EURUSD;168;FastMovement-Strategy;130;18;0,03;0,06;0,34;FALSE;142;0,0057;-0,0029;0,443661972;0,683098592;4,01E-05;0,000814286;20,28571429;67;4;90;47
-0,0086;EURUSD;168;FastMovement-Strategy;140;22;0,31;0,36;0,05;FALSE;6;-0,008;-0,008;1;0;-0,001333333;-0,001142857;0,857142857;25;6;0;0
-0,0086;EURUSD;168;FastMovement-Strategy;80;19;0,37;0,4;0,22;FALSE;3;-0,0083;-0,0083;1;0;-0,002766667;-0,001185714;0,428571429;47;2;0;1
-0,0086;EURUSD;168;FastMovement-Strategy;10;29;0,08;0,39;0,28;TRUE;125;0,0039;-0,0063;0,472;0,384;3,12E-05;0,000557143;17,85714286;15;1;0;124
-0,0086;EURUSD;168;FastMovement-Strategy;30;6;0,15;0,18;0,34;FALSE;12;-0,0074;-0,0093;0,833333333;0,5;-0,000616667;-0,001057143;1,714285714;22;3;2;7
-0,0086;EURUSD;168;FastMovement-Strategy;110;15;0,15;0,12;0,4;FALSE;21;-0,0065;-0,0077;0,619047619;0,571428571;-0,000309524;-0,000928571;3;71;2;11;8
-0,0086;EURUSD;168;FastMovement-Strategy;40;1;0,16;0,16;0,33;FALSE;2;-0,0084;-0,0084;1;0;-0,0042;-0,0012;0,285714286;21;1;0;1
-0,0086;EURUSD;168;FastMovement-Strategy;120;16;0,35;0,13;0,32;FALSE;2;-0,0084;-0,0084;1;0;-0,0042;-0,0012;0,285714286;63;2;0;0
-0,0086;EURUSD;168;FastMovement-Strategy;110;3;0,17;0,24;0,09;FALSE;4;-0,0082;-0,0082;1;0;-0,00205;-0,001171429;0,571428571;4;4;0;0
