Score;Pair;Time;Strategy;PostT;PreT;Threshold;takeprofit;stoploss;FollowTrend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hitsl;hittp;hitto
-0,0086;EURUSD;168;FastMovement-Strategy;130;16;0,23;0,35;0,26;FALSE;8;-0,0078;-0,0115;1;0,25;-0,000975;-0,001114286;1,142857143;85;3;1;4
-0,0086;EURUSD;168;FastMovement-Strategy;130;9;0,05;0,28;0,26;FALSE;73;-0,0013;-0,0071;0,506849315;0,452054795;-1,78E-05;-0,000185714;10,42857143;117;5;8;59
-0,0087;EURUSD;168;FastMovement-Strategy;160;25;0,16;0,31;0,09;FALSE;31;-0,0056;-0,0076;0,612903226;0,35483871;-0,000180645;-0,0008;4,428571429;84;18;4;9
-0,0087;EURUSD;168;FastMovement-Strategy;160;21;0,1;0,39;0,27;FALSE;37;-0,005;-0,0122;0,567567568;0,486486486;-0,000135135;-0,000714286;5,285714286;148;4;3;29
-0,0087;EURUSD;168;FastMovement-Strategy;30;5;0,17;0,22;0,13;FALSE;8;-0,0079;-0,0111;1;0,375;-0,0009875;-0,001128571;1,142857143;16;4;1;3
-0,0087;EURUSD;168;FastMovement-Strategy;150;6;0,25;0,38;0,27;FALSE;4;-0,0083;-0,0083;1;0,25;-0,002075;-0,001185714;0,571428571;60;3;0;1
-0,0087;EURUSD;168;FastMovement-Strategy;160;5;0,19;0,27;0,17;FALSE;4;-0,0083;-0,0095;1;0,25;-0,002075;-0,001185714;0,571428571;31;3;1;0
-0,0087;EURUSD;168;FastMovement-Strategy;130;22;0,28;0,13;0,15;FALSE;5;-0,0082;-0,0097;1;0,2;-0,00164;-0,001171429;0,714285714;21;4;1;0
-0,0087;EURUSD;168;FastMovement-Strategy;190;11;0,32;0,36;0,34;FALSE;2;-0,0085;-0,0085;1;0;-0,00425;-0,001214286;0,285714286;61;2;0;0
-0,0087;EURUSD;168;FastMovement-Strategy;170;22;0,52;0,28;0,36;FALSE;2;-0,0085;-0,0085;1;0;-0,00425;-0,001214286;0,285714286;96;1;0;1
-0,0087;EURUSD;168;FastMovement-Strategy;190;24;0,33;0,3;0,2;FALSE;3;-0,0084;-0,0084;1;0;-0,0028;-0,0012;0,428571429;31;3;0;0
-0,0087;EURUSD;168;FastMovement-Strategy;70;13;0,34;0,31;0,31;FALSE;3;-0,0084;-0,0084;1;0;-0,0028;-0,0012;0,428571429;56;1;0;2
-0,0087;EURUSD;168;FastMovement-Strategy;170;25;0,32;0,39;0,2;FALSE;3;-0,0084;-0,0084;1;0;-0,0028;-0,0012;0,428571429;31;3;0;0
-0,0087;EURUSD;168;FastMovement-Strategy;10;8;0,09;0,22;0,17;FALSE;62;-0,0025;-0,0062;0,532258065;0,419354839;-4,03E-05;-0,000357143;8,857142857;10;2;1;59
-0,0087;EURUSD;168;FastMovement-Strategy;100;6;0,05;0,3;0,23;FALSE;82;-0,0005;-0,0075;0,487804878;0,5;-6,10E-06;-7,14E-05;11,71428571;91;13;7;61
-0,0087;EURUSD;168;FastMovement-Strategy;90;24;0,32;0,19;0,35;FALSE;3;-0,0084;-0,0084;1;0;-0,0028;-0,0012;0,428571429;74;1;0;2
-0,0087;EURUSD;168;FastMovement-Strategy;90;16;0,16;0,04;0,09;FALSE;24;-0,0063;-0,0084;0,708333333;0,666666667;-0,0002625;-0,0009;3,428571429;14;8;16;0
-0,0088;EURUSD;168;FastMovement-Strategy;80;9;0,02;0,09;0,12;FALSE;176;0,0088;-0,0013;0,511363636;0,568181818;5,00E-05;0,001257143;25,14285714;59;26;68;81
-0,0088;EURUSD;168;FastMovement-Strategy;110;14;0,37;0,14;0,3;FALSE;2;-0,0086;-0,0086;1;0;-0,0043;-0,001228571;0,285714286;58;2;0;0
-0,0088;EURUSD;168;FastMovement-Strategy;40;6;0,11;0,17;0,08;FALSE;30;-0,0058;-0,0114;0,566666667;0,433333333;-0,000193333;-0,000828571;4,285714286;24;13;4;13
-0,0088;EURUSD;168;FastMovement-Strategy;160;23;0,08;0,15;0,4;FALSE;53;-0,0035;-0,0089;0,471698113;0,547169811;-6,60E-05;-0,0005;7,571428571;119;3;21;28
-0,0088;EURUSD;168;FastMovement-Strategy;180;21;0,59;0,35;0,35;FALSE;2;-0,0086;-0,0086;1;0;-0,0043;-0,001228571;0,285714286;82;2;0;0
-0,0088;EURUSD;168;FastMovement-Strategy;190;10;0,3;0,25;0,35;FALSE;2;-0,0086;-0,0086;1;0;-0,0043;-0,001228571;0,285714286;61;2;0;0
-0,0088;EURUSD;168;FastMovement-Strategy;90;9;0,31;0,23;0,36;FALSE;3;-0,0085;-0,0085;1;0;-0,002833333;-0,001214286;0,428571429;69;1;0;2
-0,0088;EURUSD;168;FastMovement-Strategy;60;28;0,32;0,32;0,31;FALSE;3;-0,0085;-0,0085;1;0;-0,002833333;-0,001214286;0,428571429;54;1;0;2
-0,0088;EURUSD;168;FastMovement-Strategy;20;28;0,34;0,3;0,4;FALSE;3;-0,0085;-0,0085;1;0;-0,002833333;-0,001214286;0,428571429;28;0;0;3
-0,0088;EURUSD;168;FastMovement-Strategy;20;28;0,33;0,28;0,34;FALSE;4;-0,0084;-0,0084;1;0,25;-0,0021;-0,0012;0,571428571;27;0;0;4
-0,0088;EURUSD;168;FastMovement-Strategy;130;28;0,35;0,22;0,08;FALSE;5;-0,0083;-0,0083;1;0;-0,00166;-0,001185714;0,714285714;17;5;0;0
-0,0088;EURUSD;168;FastMovement-Strategy;50;19;0,27;0,4;0,34;FALSE;5;-0,0083;-0,0102;1;0,2;-0,00166;-0,001185714;0,714285714;44;1;0;4
-0,0088;EURUSD;168;FastMovement-Strategy;190;12;0,06;0,19;0,32;TRUE;58;-0,003;-0,0111;0,482758621;0,465517241;-5,17E-05;-0,000428571;8,285714286;151;7;14;36
-0,0088;EURUSD;168;FastMovement-Strategy;20;29;0,31;0,32;0,11;FALSE;4;-0,0084;-0,0084;1;0;-0,0021;-0,0012;0,571428571;24;1;0;3
-0,0088;EURUSD;168;FastMovement-Strategy;70;8;0,1;0,28;0,09;FALSE;39;-0,0049;-0,0069;0,58974359;0,41025641;-0,000125641;-0,0007;5,571428571;43;21;2;16
-0,0089;EURUSD;168;FastMovement-Strategy;140;21;0,17;0,22;0,37;FALSE;18;-0,0071;-0,0127;0,611111111;0,5;-0,000394444;-0,001014286;2,571428571;91;4;7;7
-0,0089;EURUSD;168;FastMovement-Strategy;70;9;0,22;0,29;0,17;FALSE;8;-0,0081;-0,0086;0,875;0,125;-0,0010125;-0,001157143;1,142857143;41;4;1;3
-0,0089;EURUSD;168;FastMovement-Strategy;100;19;0,19;0,16;0,06;FALSE;15;-0,0074;-0,0083;0,8;0,266666667;-0,000493333;-0,001057143;2,142857143;35;10;4;1
-0,0089;EURUSD;168;FastMovement-Strategy;40;20;0,18;0,2;0,25;FALSE;20;-0,0069;-0,0112;0,7;0,5;-0,000345;-0,000985714;2,857142857;37;3;2;15
-0,0089;EURUSD;168;FastMovement-Strategy;90;14;0,35;0,18;0,26;FALSE;2;-0,0087;-0,0087;1;0;-0,00435;-0,001242857;0,285714286;59;2;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;110;2;0,17;0,31;0,37;FALSE;2;-0,0087;-0,0087;1;0;-0,00435;-0,001242857;0,285714286;33;2;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;170;14;0,35;0,32;0,28;FALSE;2;-0,0087;-0,0087;1;0;-0,00435;-0,001242857;0,285714286;59;2;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;80;24;0,5;0,27;0,12;FALSE;3;-0,0086;-0,0086;1;0;-0,002866667;-0,001228571;0,428571429;45;3;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;160;17;0,1;0,32;0,05;FALSE;58;-0,0031;-0,0146;0,586206897;0,25862069;-5,34E-05;-0,000442857;8,285714286;61;43;8;7
-0,0089;EURUSD;168;FastMovement-Strategy;170;13;0,37;0,15;0,32;FALSE;2;-0,0087;-0,0087;1;0;-0,00435;-0,001242857;0,285714286;61;2;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;190;19;0,65;0,38;0,36;FALSE;2;-0,0087;-0,0087;1;0;-0,00435;-0,001242857;0,285714286;99;2;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;140;11;0,39;0,32;0,24;FALSE;2;-0,0087;-0,0087;1;0;-0,00435;-0,001242857;0,285714286;41;2;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;170;3;0,02;0,18;0,26;TRUE;83;-0,0006;-0,0117;0,469879518;0,457831325;-7,23E-06;-8,57E-05;11,85714286;136;15;22;45
-0,0089;EURUSD;168;FastMovement-Strategy;90;11;0,35;0,23;0,41;FALSE;3;-0,0086;-0,0086;1;0;-0,002866667;-0,001228571;0,428571429;69;1;0;2
-0,0089;EURUSD;168;FastMovement-Strategy;60;24;0,32;0,22;0,31;FALSE;3;-0,0086;-0,0086;1;0;-0,002866667;-0,001228571;0,428571429;47;2;0;1
-0,0089;EURUSD;168;FastMovement-Strategy;150;27;0,36;0,41;0,24;FALSE;3;-0,0086;-0,0086;1;0;-0,002866667;-0,001228571;0,428571429;51;3;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;170;11;0,29;0,21;0,14;FALSE;4;-0,0085;-0,0085;1;0;-0,002125;-0,001214286;0,571428571;50;4;0;0
-0,0089;EURUSD;168;FastMovement-Strategy;10;18;0,26;0,24;0,35;FALSE;8;-0,0081;-0,0105;1;0,375;-0,0010125;-0,001157143;1,142857143;13;0;0;8
-0,0089;EURUSD;168;FastMovement-Strategy;150;2;0,11;0,17;0,07;FALSE;10;-0,0079;-0,0079;1;0,2;-0,00079;-0,001128571;1,428571429;27;8;2;0
-0,0089;EURUSD;168;FastMovement-Strategy;170;11;0,18;0,11;0,33;FALSE;11;-0,0078;-0,011;0,818181818;0,545454545;-0,000709091;-0,001114286;1,571428571;61;4;6;1
-0,0089;EURUSD;168;FastMovement-Strategy;80;28;0,22;0,31;0,14;FALSE;14;-0,0075;-0,0091;0,928571429;0,357142857;-0,000535714;-0,001071429;2;70;4;1;9
-0,0089;EURUSD;168;FastMovement-Strategy;180;19;0,14;0,31;0,27;FALSE;24;-0,0065;-0,0091;0,625;0,583333333;-0,000270833;-0,000928571;3,428571429;142;8;3;13
-0,0089;EURUSD;168;FastMovement-Strategy;110;13;0,05;0,13;0,22;FALSE;96;0,0007;-0,0069;0,489583333;0,572916667;7,29E-06;1,00E-04;13,71428571;82;13;36;47
-0,009;EURUSD;168;FastMovement-Strategy;180;10;0,16;0,36;0,2;TRUE;13;-0,0077;-0,0119;0,230769231;0,230769231;-0,000592308;-0,0011;1,857142857;68;8;3;2
-0,009;EURUSD;168;FastMovement-Strategy;20;14;0,16;0,08;0,33;FALSE;22;-0,0068;-0,0092;0,681818182;0,363636364;-0,000309091;-0,000971429;3,142857143;16;1;7;14
-0,009;EURUSD;168;FastMovement-Strategy;50;11;0,21;0,12;0,09;FALSE;9;-0,0081;-0,0081;0,777777778;0,222222222;-0,0009;-0,001157143;1,285714286;25;4;2;3
-0,009;EURUSD;168;FastMovement-Strategy;80;2;0,14;0,02;0,23;FALSE;3;-0,0087;-0,009;1;0,333333333;-0,0029;-0,001242857;0,428571429;15;2;1;0
-0,009;EURUSD;168;FastMovement-Strategy;110;28;0,39;0,13;0,12;FALSE;3;-0,0087;-0,0087;1;0;-0,0029;-0,001242857;0,428571429;43;3;0;0
-0,009;EURUSD;168;FastMovement-Strategy;110;14;0,3;0,12;0,22;FALSE;3;-0,0087;-0,0087;1;0;-0,0029;-0,001242857;0,428571429;52;2;0;1
-0,009;EURUSD;168;FastMovement-Strategy;100;26;0,35;0,23;0,37;FALSE;3;-0,0087;-0,0087;1;0;-0,0029;-0,001242857;0,428571429;80;2;0;1
-0,009;EURUSD;168;FastMovement-Strategy;140;29;0,35;0,04;0,11;FALSE;4;-0,0086;-0,0086;1;0;-0,00215;-0,001228571;0,571428571;21;4;0;0
-0,009;EURUSD;168;FastMovement-Strategy;30;16;0,15;0,15;0,09;FALSE;26;-0,0064;-0,0089;0,692307692;0,461538462;-0,000246154;-0,000914286;3,714285714;24;9;4;13
-0,0091;EURUSD;168;FastMovement-Strategy;170;6;0,05;0,19;0,18;FALSE;71;-0,002;-0,0084;0,492957746;0,492957746;-2,82E-05;-0,000285714;10,14285714;117;21;22;27
-0,0091;EURUSD;168;FastMovement-Strategy;40;17;0,21;0,06;0,05;FALSE;12;-0,0079;-0,0086;0,916666667;0,5;-0,000658333;-0,001128571;1,714285714;12;6;5;1
-0,0091;EURUSD;168;FastMovement-Strategy;190;19;0,36;0,15;0,2;FALSE;3;-0,0088;-0,0088;1;0;-0,002933333;-0,001257143;0,428571429;23;3;0;0
-0,0091;EURUSD;168;FastMovement-Strategy;150;28;0,15;0,37;0,16;FALSE;29;-0,0062;-0,0095;0,586206897;0,379310345;-0,000213793;-0,000885714;4,142857143;111;11;4;14
-0,0091;EURUSD;168;FastMovement-Strategy;20;14;0,14;0,2;0,01;FALSE;38;-0,0053;-0,0114;0,684210526;0,210526316;-0,000139474;-0,000757143;5,428571429;12;26;2;10
-0,0091;EURUSD;168;FastMovement-Strategy;140;13;0,32;0,34;0,16;FALSE;3;-0,0088;-0,0088;1;0;-0,002933333;-0,001257143;0,428571429;24;3;0;0
-0,0091;EURUSD;168;FastMovement-Strategy;110;11;0,33;0,3;0,16;FALSE;3;-0,0088;-0,0088;1;0;-0,002933333;-0,001257143;0,428571429;25;3;0;0
-0,0091;EURUSD;168;FastMovement-Strategy;150;27;0,08;0,02;0,38;TRUE;90;-0,0001;-0,0075;0,466666667;0,755555556;-1,11E-06;-1,43E-05;12,85714286;63;3;67;19
-0,0091;EURUSD;168;FastMovement-Strategy;160;29;0,18;0,09;0,4;FALSE;20;-0,0071;-0,0115;0,7;0,8;-0,000355;-0,001014286;2,857142857;66;1;14;5
-0,0091;EURUSD;168;FastMovement-Strategy;170;7;0,27;0,31;0,4;FALSE;4;-0,0087;-0,0087;1;0,25;-0,002175;-0,001242857;0,571428571;90;2;1;1
-0,0091;EURUSD;168;FastMovement-Strategy;90;21;0,15;0,33;0,23;FALSE;26;-0,0065;-0,0088;0,653846154;0,5;-0,00025;-0,000928571;3,714285714;82;4;1;21
-0,0091;EURUSD;168;FastMovement-Strategy;110;12;0,25;0,27;0,21;FALSE;6;-0,0085;-0,0087;1;0,166666667;-0,001416667;-0,001214286;0,857142857;54;3;1;2
-0,0091;EURUSD;168;FastMovement-Strategy;150;7;0,07;0,35;0,15;FALSE;56;-0,0035;-0,0049;0,553571429;0,428571429;-6,25E-05;-0,0005;8;114;21;6;28
-0,0091;EURUSD;168;FastMovement-Strategy;150;5;0,03;0,3;0,26;TRUE;78;-0,0013;-0,0065;0,5;0,474358974;-1,67E-05;-0,000185714;11,14285714;136;10;4;63
-0,0091;EURUSD;168;FastMovement-Strategy;110;26;0,18;0,21;0,2;TRUE;24;-0,0067;-0,0101;0,416666667;0,416666667;-0,000279167;-0,000957143;3,428571429;88;9;3;12
-0,0092;EURUSD;168;FastMovement-Strategy;50;4;0,09;0,36;0,06;TRUE;43;-0,0049;-0,0049;0,465116279;0,23255814;-0,000113953;-0,0007;6,142857143;19;32;3;8
-0,0092;EURUSD;168;FastMovement-Strategy;130;17;0,18;0,25;0,21;FALSE;15;-0,0077;-0,0103;0,666666667;0,266666667;-0,000513333;-0,0011;2,142857143;90;4;4;7
-0,0092;EURUSD;168;FastMovement-Strategy;40;6;0,21;0,36;0,15;FALSE;5;-0,0087;-0,0087;1;0,2;-0,00174;-0,001242857;0,714285714;19;4;0;1
-0,0092;EURUSD;168;FastMovement-Strategy;70;10;0,23;0,15;0,35;FALSE;6;-0,0086;-0,0089;1;0,333333333;-0,001433333;-0,001228571;0,857142857;46;2;1;3
-0,0092;EURUSD;168;FastMovement-Strategy;80;26;0,06;0,08;0,09;TRUE;113;0,0021;-0,0015;0,477876106;0,433628319;1,86E-05;0,0003;16,14285714;50;48;33;31
-0,0092;EURUSD;168;FastMovement-Strategy;130;21;0,17;0,18;0,37;FALSE;18;-0,0074;-0,011;0,611111111;0,5;-0,000411111;-0,001057143;2,571428571;79;4;8;6
-0,0092;EURUSD;168;FastMovement-Strategy;190;25;0,36;0,22;0,25;FALSE;3;-0,0089;-0,0089;1;0;-0,002966667;-0,001271429;0,428571429;89;3;0;0
-0,0092;EURUSD;168;FastMovement-Strategy;100;7;0,3;0,33;0,41;FALSE;3;-0,0089;-0,0089;1;0;-0,002966667;-0,001271429;0,428571429;74;1;0;2
-0,0092;EURUSD;168;FastMovement-Strategy;90;27;0,32;0,14;0,36;FALSE;3;-0,0089;-0,0089;1;0;-0,002966667;-0,001271429;0,428571429;74;1;0;2
-0,0092;EURUSD;168;FastMovement-Strategy;30;24;0,17;0,13;0,05;FALSE;32;-0,006;-0,0084;0,6875;0,46875;-0,0001875;-0,000857143;4,571428571;23;15;7;10
-0,0092;EURUSD;168;FastMovement-Strategy;150;12;0,17;0,02;0,11;FALSE;18;-0,0074;-0,0105;0,777777778;0,666666667;-0,000411111;-0,001057143;2,571428571;12;6;12;0
-0,0092;EURUSD;168;FastMovement-Strategy;180;12;0,31;0,36;0,4;FALSE;2;-0,009;-0,009;1;0;-0,0045;-0,001285714;0,285714286;104;2;0;0
-0,0092;EURUSD;168;FastMovement-Strategy;190;18;0,6;0,39;0,35;FALSE;2;-0,009;-0,009;1;0;-0,0045;-0,001285714;0,285714286;102;2;0;0
-0,0092;EURUSD;168;FastMovement-Strategy;110;8;0,32;0,22;0,37;FALSE;2;-0,009;-0,009;1;0;-0,0045;-0,001285714;0,285714286;64;2;0;0
-0,0092;EURUSD;168;FastMovement-Strategy;170;26;0,36;0,4;0,26;FALSE;3;-0,0089;-0,0089;1;0;-0,002966667;-0,001271429;0,428571429;92;3;0;0
-0,0093;EURUSD;168;FastMovement-Strategy;120;15;0,12;0,12;0,22;FALSE;32;-0,0061;-0,0147;0,5625;0,5625;-0,000190625;-0,000871429;4,571428571;67;7;15;10
-0,0093;EURUSD;168;FastMovement-Strategy;90;28;0,22;0,09;0,08;FALSE;14;-0,0079;-0,0106;0,928571429;0,571428571;-0,000564286;-0,001128571;2;34;6;7;1
-0,0093;EURUSD;168;FastMovement-Strategy;110;6;0,08;0,38;0,2;TRUE;40;-0,0053;-0,008;0,475;0,4;-0,0001325;-0,000757143;5,714285714;87;10;3;26
-0,0093;EURUSD;168;FastMovement-Strategy;130;25;0,24;0,12;0,04;FALSE;9;-0,0084;-0,0102;1;0,333333333;-0,000933333;-0,0012;1,285714286;20;6;3;0
-0,0093;EURUSD;168;FastMovement-Strategy;190;23;0,59;0,36;0,33;FALSE;2;-0,0091;-0,0091;1;0;-0,00455;-0,0013;0,285714286;102;2;0;0
-0,0093;EURUSD;168;FastMovement-Strategy;180;22;0,37;0,05;0,38;FALSE;2;-0,0091;-0,0091;1;0;-0,00455;-0,0013;0,285714286;111;1;0;1
-0,0093;EURUSD;168;FastMovement-Strategy;150;29;0,39;0,19;0,24;FALSE;3;-0,009;-0,009;1;0;-0,003;-0,001285714;0,428571429;70;2;0;1
-0,0093;EURUSD;168;FastMovement-Strategy;90;4;0,15;0,1;0,04;FALSE;9;-0,0084;-0,0084;1;0,222222222;-0,000933333;-0,0012;1,285714286;5;7;2;0
-0,0093;EURUSD;168;FastMovement-Strategy;170;16;0,2;0,05;0,03;FALSE;12;-0,0081;-0,0089;0,916666667;0,416666667;-0,000675;-0,001157143;1,714285714;9;7;5;0
-0,0093;EURUSD;168;FastMovement-Strategy;30;20;0,21;0,29;0,03;FALSE;13;-0,008;-0,0101;0,846153846;0,384615385;-0,000615385;-0,001142857;1,857142857;21;6;0;7
-0,0093;EURUSD;168;FastMovement-Strategy;40;1;0,1;0,13;0,05;FALSE;6;-0,0087;-0,0087;0,833333333;0;-0,00145;-0,001242857;0,857142857;7;6;0;0
-0,0093;EURUSD;168;FastMovement-Strategy;110;5;0,15;0,11;0,41;FALSE;9;-0,0084;-0,0084;0,666666667;0,555555556;-0,000933333;-0,0012;1,285714286;59;3;5;1
-0,0093;EURUSD;168;FastMovement-Strategy;110;10;0,13;0,08;0,05;FALSE;27;-0,0066;-0,0104;0,666666667;0,37037037;-0,000244444;-0,000942857;3,857142857;16;17;10;0
-0,0094;EURUSD;168;FastMovement-Strategy;50;21;0,19;0,2;0,13;FALSE;17;-0,0077;-0,0118;0,764705882;0,411764706;-0,000452941;-0,0011;2,428571429;37;6;3;8
-0,0094;EURUSD;168;FastMovement-Strategy;110;29;0,19;0,22;0,26;FALSE;17;-0,0077;-0,0091;0,764705882;0,470588235;-0,000452941;-0,0011;2,428571429;92;3;5;9
-0,0094;EURUSD;168;FastMovement-Strategy;90;15;0,31;0,29;0,35;FALSE;3;-0,0091;-0,0091;1;0;-0,003033333;-0,0013;0,428571429;70;1;0;2
-0,0094;EURUSD;168;FastMovement-Strategy;180;17;0,37;0,16;0,22;FALSE;3;-0,0091;-0,0091;1;0;-0,003033333;-0,0013;0,428571429;24;3;0;0
-0,0094;EURUSD;168;FastMovement-Strategy;30;10;0,22;0,38;0,37;FALSE;6;-0,0088;-0,0091;1;0,333333333;-0,001466667;-0,001257143;0,857142857;27;1;0;5
-0,0094;EURUSD;168;FastMovement-Strategy;150;14;0,11;0,08;0,39;TRUE;35;-0,0059;-0,0098;0,4;0,628571429;-0,000168571;-0,000842857;5;90;5;22;8
-0,0094;EURUSD;168;FastMovement-Strategy;130;29;0,43;0,31;0,15;FALSE;3;-0,0091;-0,0091;1;0;-0,003033333;-0,0013;0,428571429;42;3;0;0
-0,0094;EURUSD;168;FastMovement-Strategy;140;29;0,43;0,36;0,15;FALSE;3;-0,0091;-0,0091;1;0;-0,003033333;-0,0013;0,428571429;42;3;0;0
-0,0094;EURUSD;168;FastMovement-Strategy;150;29;0,39;0,3;0,15;FALSE;3;-0,0091;-0,0091;1;0;-0,003033333;-0,0013;0,428571429;43;3;0;0
-0,0094;EURUSD;168;FastMovement-Strategy;190;17;0,29;0,15;0,25;FALSE;3;-0,0091;-0,0091;1;0;-0,003033333;-0,0013;0,428571429;103;2;0;1
-0,0094;EURUSD;168;FastMovement-Strategy;130;16;0,2;0,17;0,34;FALSE;10;-0,0084;-0,0104;0,9;0,4;-0,00084;-0,0012;1,428571429;76;3;4;3
-0,0094;EURUSD;168;FastMovement-Strategy;120;25;0,24;0,02;0,06;FALSE;10;-0,0084;-0,0094;1;0,7;-0,00084;-0,0012;1,428571429;10;3;7;0
-0,0094;EURUSD;168;FastMovement-Strategy;110;10;0,23;0,4;0,24;FALSE;6;-0,0088;-0,0094;1;0,166666667;-0,001466667;-0,001257143;0,857142857;62;3;0;3
-0,0094;EURUSD;168;FastMovement-Strategy;110;23;0,15;0,31;0,22;FALSE;27;-0,0067;-0,0109;0,592592593;0,407407407;-0,000248148;-0,000957143;3,857142857;96;5;3;19
-0,0095;EURUSD;168;FastMovement-Strategy;90;22;0,08;0,38;0,14;TRUE;63;-0,0032;-0,0038;0,492063492;0,412698413;-5,08E-05;-0,000457143;9;75;22;2;38
-0,0095;EURUSD;168;FastMovement-Strategy;170;20;0,18;0,19;0,17;FALSE;18;-0,0077;-0,0123;0,666666667;0,444444444;-0,000427778;-0,0011;2,571428571;90;8;8;2
-0,0095;EURUSD;168;FastMovement-Strategy;120;28;0,19;0,14;0,37;FALSE;18;-0,0077;-0,0087;0,722222222;0,388888889;-0,000427778;-0,0011;2,571428571;86;2;7;9
-0,0095;EURUSD;168;FastMovement-Strategy;100;23;0,19;0,29;0,3;FALSE;15;-0,008;-0,0081;0,933333333;0,4;-0,000533333;-0,001142857;2,142857143;87;4;1;10
-0,0095;EURUSD;168;FastMovement-Strategy;150;22;0,28;0,06;0,16;FALSE;5;-0,009;-0,0097;1;0,2;-0,0018;-0,001285714;0,714285714;18;4;1;0
-0,0095;EURUSD;168;FastMovement-Strategy;130;16;0,3;0,37;0,36;FALSE;3;-0,0092;-0,0092;1;0;-0,003066667;-0,001314286;0,428571429;97;1;0;2
-0,0095;EURUSD;168;FastMovement-Strategy;120;29;0,36;0,01;0,38;FALSE;4;-0,0091;-0,0091;1;0,25;-0,002275;-0,0013;0,571428571;71;1;1;2
-0,0095;EURUSD;168;FastMovement-Strategy;60;20;0,23;0,24;0,37;FALSE;7;-0,0088;-0,0128;1;0,571428571;-0,001257143;-0,001257143;1;53;2;1;4
-0,0095;EURUSD;168;FastMovement-Strategy;120;6;0,02;0,39;0,18;FALSE;107;0,0012;-0,0029;0,523364486;0,495327103;1,12E-05;0,000171429;15,28571429;107;18;3;85
-0,0095;EURUSD;168;FastMovement-Strategy;80;5;0,09;0,02;0,36;FALSE;40;-0,0055;-0,0069;0,6;0,825;-0,0001375;-0,000785714;5,714285714;20;3;32;5
-0,0095;EURUSD;168;FastMovement-Strategy;40;7;0,11;0,19;0,35;FALSE;29;-0,0066;-0,0112;0,620689655;0,448275862;-0,000227586;-0,000942857;4,142857143;34;3;4;22
-0,0095;EURUSD;168;FastMovement-Strategy;20;25;0,07;0,13;0,39;TRUE;131;0,0036;-0,0079;0,496183206;0,396946565;2,75E-05;0,000514286;18,71428571;23;0;0;131
-0,0095;EURUSD;168;FastMovement-Strategy;180;27;0,15;0,34;0,29;FALSE;25;-0,007;-0,0102;0,56;0,56;-0,00028;-0,001;3,571428571;157;5;2;17
-0,0096;EURUSD;168;FastMovement-Strategy;120;5;0,06;0,12;0,4;FALSE;67;-0,0029;-0,009;0,52238806;0,597014925;-4,33E-05;-0,000414286;9,571428571;88;4;31;31
-0,0096;EURUSD;168;FastMovement-Strategy;180;24;0,19;0,3;0,02;FALSE;22;-0,0074;-0,0121;0,863636364;0,181818182;-0,000336364;-0,001057143;3,142857143;54;18;2;2
-0,0096;EURUSD;168;FastMovement-Strategy;30;14;0,09;0,08;0,18;TRUE;82;-0,0014;-0,0034;0,414634146;0,43902439;-1,71E-05;-0,0002;11,71428571;27;7;19;56
-0,0096;EURUSD;168;FastMovement-Strategy;170;29;0,21;0,35;0,12;FALSE;15;-0,0081;-0,0103;0,8;0,4;-0,00054;-0,001157143;2,142857143;121;8;2;5
-0,0096;EURUSD;168;FastMovement-Strategy;20;20;0,19;0,4;0,1;FALSE;19;-0,0077;-0,0112;0,684210526;0,473684211;-0,000405263;-0,0011;2,714285714;20;1;0;18
-0,0096;EURUSD;168;FastMovement-Strategy;120;21;0,15;0,36;0,2;FALSE;23;-0,0073;-0,0099;0,608695652;0,391304348;-0,000317391;-0,001042857;3,285714286;105;4;2;17
-0,0096;EURUSD;168;FastMovement-Strategy;170;17;0,01;0,36;0,18;TRUE;85;-0,0011;-0,0082;0,541176471;0,458823529;-1,29E-05;-0,000157143;12,14285714;146;21;3;60
-0,0096;EURUSD;168;FastMovement-Strategy;90;25;0,22;0,29;0,4;FALSE;8;-0,0088;-0,011;0,875;0,375;-0,0011;-0,001257143;1,142857143;85;1;1;6
-0,0096;EURUSD;168;FastMovement-Strategy;10;20;0,23;0,21;0,04;FALSE;8;-0,0088;-0,0107;1;0,5;-0,0011;-0,001257143;1,142857143;13;2;1;5
-0,0096;EURUSD;168;FastMovement-Strategy;100;24;0,16;0,04;0,39;TRUE;36;-0,006;-0,0098;0,333333333;0,638888889;-0,000166667;-0,000857143;5,142857143;56;2;21;13
-0,0096;EURUSD;168;FastMovement-Strategy;140;25;0,3;0,03;0,05;FALSE;5;-0,0091;-0,0091;1;0,4;-0,00182;-0,0013;0,714285714;14;3;2;0
-0,0096;EURUSD;168;FastMovement-Strategy;90;11;0,24;0,03;0,05;FALSE;6;-0,009;-0,009;1;0,166666667;-0,0015;-0,001285714;0,857142857;8;5;1;0
